image,label,vietnamese_label,texts,symptoms,visual_analysis,leaf_area_ratio,background_ratio,lesion_area_ratio,annotation_confidence,metadata_quality,weather,humidity,temperature,severity,growth_stage,location,farmer_note
dataset/raw/Healthy/IMG_20190419_152414.jpg,Healthy,Khỏe mạnh,"Lá lúa phát triển khỏe mạnh với màu xanh đều. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",lá xanh khỏe | không có vết bệnh | màu lá đồng đều | lá phát triển tốt,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3851,0.6149,0.0024,0.95,high,normal,83,36,mild,booting,Can Tho,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Healthy/IMG_20190419_152551.jpg,Healthy,Khỏe mạnh,"Lá lúa phát triển khỏe mạnh với màu xanh đều. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",lá xanh khỏe | màu lá đồng đều | lá phát triển tốt | phiến lá nguyên vẹn,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3418,0.6582,0.0084,0.95,high,normal,84,34,mild,ripening,Hai Duong,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_152559.jpg,Healthy,Khỏe mạnh,Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Không phát hiện dấu hiệu bệnh trên lá lúa.,màu lá đồng đều | phiến lá nguyên vẹn | lá xanh khỏe | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.6804,0.3196,0.0009,0.95,high,cloudy,89,28,mild,ripening,Dong Thap,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_152612.jpg,Healthy,Khỏe mạnh,"Lá có màu xanh tự nhiên và bề mặt sạch. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",không có vết bệnh | lá phát triển tốt | lá xanh khỏe | phiến lá nguyên vẹn,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng. | Các vết nâu/tổn thương chiếm tỷ lệ lớn trên phần lá được quan sát.",0.3978,0.6022,0.0539,0.72,low,normal,94,27,mild,ripening,Nam Dinh,Tình trạng bệnh tăng nhanh trong tuần qua.
dataset/raw/Healthy/IMG_20190419_152639.jpg,Healthy,Khỏe mạnh,Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Phiến lá xanh đều và không có tổn thương rõ rệt.,phiến lá nguyên vẹn | không có vết bệnh | lá phát triển tốt | màu lá đồng đều,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.4578,0.5422,0.0477,0.72,low,normal,65,33,mild,seedling,An Giang,Cây sinh trưởng chậm hơn bình thường.
dataset/raw/Healthy/IMG_20190419_152753.jpg,Healthy,Khỏe mạnh,"Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá có màu xanh tự nhiên và bề mặt sạch. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh.",không có vết bệnh | lá xanh khỏe | phiến lá nguyên vẹn | lá phát triển tốt,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.7176,0.2824,0.0028,0.95,high,cloudy,89,32,mild,ripening,Soc Trang,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_153037.jpg,Healthy,Khỏe mạnh,"Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",màu lá đồng đều | phiến lá nguyên vẹn | lá xanh khỏe | không có vết bệnh,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.2722,0.7278,0.0078,0.95,high,normal,63,34,mild,tillering,Hai Duong,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Healthy/IMG_20190419_153046.jpg,Healthy,Khỏe mạnh,Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá có màu xanh tự nhiên và bề mặt sạch. | Không phát hiện dấu hiệu bệnh trên lá lúa.,màu lá đồng đều | lá xanh khỏe | phiến lá nguyên vẹn | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.6333,0.3667,0.0072,0.95,high,cloudy,82,25,mild,ripening,An Giang,Tình trạng bệnh tăng nhanh trong tuần qua.
dataset/raw/Healthy/IMG_20190419_153126.jpg,Healthy,Khỏe mạnh,"Không phát hiện dấu hiệu bệnh trên lá lúa. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá có màu xanh tự nhiên và bề mặt sạch.",màu lá đồng đều | lá xanh khỏe | phiến lá nguyên vẹn | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.7545,0.2455,0.007,0.95,high,normal,92,36,mild,booting,Can Tho,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_153149.jpg,Healthy,Khỏe mạnh,Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá lúa phát triển khỏe mạnh với màu xanh đều.,màu lá đồng đều | lá xanh khỏe | lá phát triển tốt | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.6735,0.3265,0.0005,0.95,high,normal,76,23,mild,booting,An Giang,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Healthy/IMG_20190419_153208.jpg,Healthy,Khỏe mạnh,Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá có màu xanh tự nhiên và bề mặt sạch.,không có vết bệnh | lá phát triển tốt | phiến lá nguyên vẹn | lá xanh khỏe,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.5223,0.4777,0.0048,0.95,high,sunny,82,26,mild,flowering,An Giang,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Healthy/IMG_20190419_153305.jpg,Healthy,Khỏe mạnh,Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Phiến lá xanh đều và không có tổn thương rõ rệt.,lá phát triển tốt | không có vết bệnh | màu lá đồng đều | lá xanh khỏe,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.5964,0.4036,0.0052,0.95,high,sunny,72,33,mild,booting,Hai Duong,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Healthy/IMG_20190419_160947.jpg,Healthy,Khỏe mạnh,"Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá có màu xanh tự nhiên và bề mặt sạch.",phiến lá nguyên vẹn | lá xanh khỏe | không có vết bệnh | lá phát triển tốt,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.4016,0.5984,0.0259,0.82,medium,sunny,70,32,mild,ripening,Long An,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_161146.jpg,Healthy,Khỏe mạnh,"Phiến lá xanh đều và không có tổn thương rõ rệt. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",phiến lá nguyên vẹn | lá phát triển tốt | lá xanh khỏe | màu lá đồng đều,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3967,0.6033,0.0086,0.95,high,cloudy,93,28,mild,flowering,Dong Thap,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Healthy/IMG_20190419_161213.jpg,Healthy,Khỏe mạnh,"Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá có màu xanh tự nhiên và bề mặt sạch. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",màu lá đồng đều | lá phát triển tốt | phiến lá nguyên vẹn | lá xanh khỏe,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3159,0.6841,0.0018,0.95,high,sunny,86,24,mild,tillering,Dong Thap,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_161244.jpg,Healthy,Khỏe mạnh,Lá có màu xanh tự nhiên và bề mặt sạch. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Phiến lá xanh đều và không có tổn thương rõ rệt.,màu lá đồng đều | không có vết bệnh | phiến lá nguyên vẹn | lá phát triển tốt,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.4478,0.5522,0.0139,0.95,high,sunny,82,23,mild,tillering,Soc Trang,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_161304.jpg,Healthy,Khỏe mạnh,"Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Lá có màu xanh tự nhiên và bề mặt sạch.",màu lá đồng đều | phiến lá nguyên vẹn | lá xanh khỏe | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.537,0.463,0.0042,0.95,high,cloudy,60,32,mild,seedling,Soc Trang,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Healthy/IMG_20190419_161404.jpg,Healthy,Khỏe mạnh,Lá có màu xanh tự nhiên và bề mặt sạch. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá lúa phát triển khỏe mạnh với màu xanh đều.,màu lá đồng đều | lá phát triển tốt | phiến lá nguyên vẹn | lá xanh khỏe,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.7784,0.2216,0.0019,0.95,high,sunny,64,36,mild,booting,Soc Trang,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Healthy/IMG_20190419_161421.jpg,Healthy,Khỏe mạnh,Lá lúa phát triển khỏe mạnh với màu xanh đều. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Không phát hiện dấu hiệu bệnh trên lá lúa.,màu lá đồng đều | lá phát triển tốt | không có vết bệnh | lá xanh khỏe,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.5507,0.4493,0.0046,0.95,high,normal,91,34,mild,booting,Long An,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Healthy/IMG_20190419_161423.jpg,Healthy,Khỏe mạnh,"Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Không phát hiện dấu hiệu bệnh trên lá lúa.",phiến lá nguyên vẹn | lá phát triển tốt | lá xanh khỏe | màu lá đồng đều,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.5845,0.4155,0.0042,0.95,high,normal,66,35,mild,booting,Soc Trang,Cây sinh trưởng chậm hơn bình thường.
dataset/raw/Healthy/IMG_20190419_161444.jpg,Healthy,Khỏe mạnh,"Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Lá có màu xanh tự nhiên và bề mặt sạch. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",màu lá đồng đều | lá phát triển tốt | phiến lá nguyên vẹn | không có vết bệnh,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3466,0.6534,0.0063,0.95,high,sunny,91,25,mild,ripening,Dong Thap,Ruộng có dấu hiệu lây lan.
dataset/raw/Healthy/IMG_20190419_161450.jpg,Healthy,Khỏe mạnh,Phiến lá xanh đều và không có tổn thương rõ rệt. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá có màu xanh tự nhiên và bề mặt sạch.,lá xanh khỏe | phiến lá nguyên vẹn | màu lá đồng đều | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.647,0.353,0.0152,0.82,medium,sunny,66,31,mild,seedling,Nam Dinh,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Healthy/IMG_20190419_161516.jpg,Healthy,Khỏe mạnh,"Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh.",phiến lá nguyên vẹn | lá xanh khỏe | không có vết bệnh | lá phát triển tốt,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.8659,0.1341,0.0038,0.95,high,cloudy,93,22,mild,flowering,An Giang,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Healthy/IMG_20190419_161523.jpg,Healthy,Khỏe mạnh,"Không phát hiện dấu hiệu bệnh trên lá lúa. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",lá xanh khỏe | phiến lá nguyên vẹn | không có vết bệnh | màu lá đồng đều,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3098,0.6902,0.003,0.95,high,sunny,89,35,mild,booting,Can Tho,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Healthy/IMG_20190419_161525.jpg,Healthy,Khỏe mạnh,"Không phát hiện dấu hiệu bệnh trên lá lúa. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá có màu xanh tự nhiên và bề mặt sạch. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",phiến lá nguyên vẹn | lá phát triển tốt | màu lá đồng đều | lá xanh khỏe,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.2522,0.7478,0.009,0.95,high,sunny,73,30,mild,ripening,Can Tho,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Healthy/IMG_20190419_161659.jpg,Healthy,Khỏe mạnh,"Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Lá có màu xanh tự nhiên và bề mặt sạch. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",không có vết bệnh | phiến lá nguyên vẹn | màu lá đồng đều | lá phát triển tốt,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.1852,0.8148,0.0263,0.82,medium,cloudy,79,23,mild,seedling,An Giang,Nhiều lá xuất hiện triệu chứng tương tự.
dataset/raw/Healthy/IMG_20190419_161709.jpg,Healthy,Khỏe mạnh,"Phiến lá xanh đều và không có tổn thương rõ rệt. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",không có vết bệnh | phiến lá nguyên vẹn | màu lá đồng đều | lá phát triển tốt,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.2515,0.7485,0.0231,0.82,medium,cloudy,81,34,mild,flowering,Can Tho,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_161712.jpg,Healthy,Khỏe mạnh,"Lá lúa phát triển khỏe mạnh với màu xanh đều. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá có màu xanh tự nhiên và bề mặt sạch.",không có vết bệnh | phiến lá nguyên vẹn | màu lá đồng đều | lá phát triển tốt,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.9257,0.0743,0.0183,0.82,medium,normal,94,24,mild,flowering,Nam Dinh,Ruộng có dấu hiệu lây lan.
dataset/raw/Healthy/IMG_20190419_161732.jpg,Healthy,Khỏe mạnh,"Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",không có vết bệnh | màu lá đồng đều | lá xanh khỏe | phiến lá nguyên vẹn,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3196,0.6804,0.0006,0.95,high,cloudy,68,36,mild,flowering,Nam Dinh,Cây sinh trưởng chậm hơn bình thường.
dataset/raw/Healthy/IMG_20190419_161743.jpg,Healthy,Khỏe mạnh,"Phiến lá xanh đều và không có tổn thương rõ rệt. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý.",màu lá đồng đều | không có vết bệnh | lá xanh khỏe | phiến lá nguyên vẹn,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.7011,0.2989,0.0029,0.95,high,normal,69,32,mild,booting,Thai Binh,Tình trạng bệnh tăng nhanh trong tuần qua.
dataset/raw/Healthy/IMG_20190419_161806.jpg,Healthy,Khỏe mạnh,Lá có màu xanh tự nhiên và bề mặt sạch. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Phiến lá xanh đều và không có tổn thương rõ rệt.,không có vết bệnh | màu lá đồng đều | phiến lá nguyên vẹn | lá phát triển tốt,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.4229,0.5771,0.0058,0.95,high,cloudy,75,22,mild,ripening,Dong Thap,Tình trạng bệnh tăng nhanh trong tuần qua.
dataset/raw/Healthy/IMG_20190419_161814.jpg,Healthy,Khỏe mạnh,"Không phát hiện dấu hiệu bệnh trên lá lúa. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",lá phát triển tốt | phiến lá nguyên vẹn | lá xanh khỏe | màu lá đồng đều,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.0913,0.9087,0.0021,0.95,high,normal,76,33,mild,booting,Soc Trang,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Healthy/IMG_20190419_161816.jpg,Healthy,Khỏe mạnh,"Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Lá có màu xanh tự nhiên và bề mặt sạch. | Không phát hiện dấu hiệu bệnh trên lá lúa. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",lá phát triển tốt | không có vết bệnh | phiến lá nguyên vẹn | màu lá đồng đều,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.1548,0.8452,0.0008,0.95,high,cloudy,75,34,mild,ripening,Hai Duong,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Healthy/IMG_20190419_161833.jpg,Healthy,Khỏe mạnh,Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Lá có màu xanh tự nhiên và bề mặt sạch.,màu lá đồng đều | lá phát triển tốt | phiến lá nguyên vẹn | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.8306,0.1694,0.0026,0.95,high,normal,95,35,mild,tillering,Dong Thap,Cây sinh trưởng chậm hơn bình thường.
dataset/raw/Healthy/IMG_20190419_161839.jpg,Healthy,Khỏe mạnh,"Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá có màu xanh tự nhiên và bề mặt sạch. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",phiến lá nguyên vẹn | lá xanh khỏe | lá phát triển tốt | không có vết bệnh,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.1791,0.8209,0.02,0.82,medium,sunny,70,22,mild,ripening,Dong Thap,Bệnh xuất hiện sau nhiều ngày ẩm ướt.
dataset/raw/Healthy/IMG_20190419_161843.jpg,Healthy,Khỏe mạnh,"Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá có màu xanh tự nhiên và bề mặt sạch. | Lá được chụp trên nền trắng giúp quan sát tổn thương rõ hơn. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",màu lá đồng đều | phiến lá nguyên vẹn | lá phát triển tốt | không có vết bệnh,"Phiến lá được chụp rõ ràng trên nền sáng trắng. | Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.2705,0.7295,0.0325,0.72,low,normal,76,36,mild,seedling,Dong Thap,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Healthy/IMG_20190419_161846.jpg,Healthy,Khỏe mạnh,"Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý. | Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Không phát hiện dấu hiệu bệnh trên lá lúa.",lá phát triển tốt | lá xanh khỏe | phiến lá nguyên vẹn | không có vết bệnh,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.5815,0.4185,0.0046,0.95,high,cloudy,74,31,mild,ripening,An Giang,Độ ẩm cao làm bệnh phát triển mạnh.
dataset/raw/Healthy/IMG_20190419_161849.jpg,Healthy,Khỏe mạnh,"Bề mặt lá nguyên vẹn, không xuất hiện đốm bệnh. | Phiến lá xanh đều và không có tổn thương rõ rệt. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý.",lá phát triển tốt | không có vết bệnh | lá xanh khỏe | phiến lá nguyên vẹn,"Ảnh chứa phần lớn phiến lá và cho thấy cấu trúc lá rõ ràng. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.9058,0.0942,0.0065,0.95,high,normal,67,34,mild,seedling,Nam Dinh,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
dataset/raw/Healthy/IMG_20190419_161852.jpg,Healthy,Khỏe mạnh,Lá lúa phát triển khỏe mạnh với màu xanh đều. | Lá có màu xanh tự nhiên và bề mặt sạch. | Lá lúa sinh trưởng tốt và không có tổn thương bệnh lý.,màu lá đồng đều | lá phát triển tốt | lá xanh khỏe | không có vết bệnh,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.409,0.591,0.0051,0.95,high,normal,91,33,mild,seedling,Can Tho,Triệu chứng lan nhanh trên ruộng.
dataset/raw/Healthy/IMG_20190419_161854.jpg,Healthy,Khỏe mạnh,"Không phát hiện dấu hiệu bệnh trên lá lúa. | Lá có màu xanh tự nhiên và bề mặt sạch. | Lá lúa phát triển khỏe mạnh với màu xanh đều. | Ảnh cho thấy cận cảnh phần lá, nhấn mạnh tổn thương và cấu trúc mô lá.",phiến lá nguyên vẹn | màu lá đồng đều | lá xanh khỏe | lá phát triển tốt,"Ảnh chụp cận cảnh một phần phiến lá. | Lá xanh đều, không phát hiện tổn thương bệnh lý rõ ràng.",0.3866,0.6134,0.0065,0.95,high,sunny,66,26,mild,booting,Hai Duong,Bệnh xuất hiện ở nhiều vị trí trên ruộng.
